Argument ID	Part	Usage	Conclusion	Stance	Premise
A25037	usa	test	We should not support collectivism.	in favor of	Individuals have a right to not be grouped into a thought process.
A25049	usa	test	Student loans should be subsidized.	in favor of	Those from a pooer background can take out subsidized student loans to get a good standard of education and progress in their lives.
A25053	usa	test	We should not support collectivism.	against	collectivism helps encourage minorities who may not have the same luxuries as others.
A25061	usa	test	missionary work should be banned	in favor of	Sometimes missionary work can force religion on people.
A25068	usa	test	The harm is more than the good.	against	It can give people hope.
A25071	usa	test	Sex selection should be legalized.	against	If we gave people the right to choose the sex, we will have very few females in our world.
A25088	usa	test	The harm is more than the good.	in favor of	homeopathy is equivalent to taking no medical action at all, because it has no scientific evidence of efficacy.
A25089	usa	test	Student loans should be subsidized.	in favor of	We don't want people to graduate with huge debts because they can't afford college.
A25091	usa	test	The harm is more than the good.	against	Many people don't trust doctors and would rather take matters into their own hands, they can try any remedy they want.
A25103	usa	test	missionary work should be banned	in favor of	If we ban missionaries, we can have a more peaceful world where people can respect each other without being influenced by religion.
A25104	usa	test	We should not support collectivism.	in favor of	We will lose individuality and become a hive mind.
A25119	usa	test	Sex selection should be legalized.	against	If a generation is selected as mostly male or female, it could cause an unbalanced population.
A25138	usa	test	We should not support collectivism.	against	collectivism encourages people to take responsibility for their community, which helps the state.
A25146	usa	test	It should be banned.	in favor of	People who teach at home aren't qualified to teach all the subjects needed for a high school graduation.
A25157	usa	test	missionary work should be banned	in favor of	If religious missionaries discourage the use of condoms in a place where HIV is the main cause of death, it can do more harm than good.
A25178	usa	test	missionary work should be banned	against	Through faith, missionaries can help bring social change to third-world countries by developing deep relationships with the communities they serve.
A25187	usa	test	It should be banned.	against	Some students with special needs will need more attention.
A25190	usa	test	Student loans should be subsidized.	against	People need to work hard and earn enough money to go to college.
A25192	usa	test	missionary work should be banned	in favor of	missionary work is an insult to people's right to choose their religion, by tying aid to a particular religion it's no different than imperialism
A25194	usa	test	It should be banned.	against	For children who are being bullied, home-schooling may be beneficial.
A25197	usa	test	Sex selection should be legalized.	in favor of	If that makes people happy then they should be allowed to do that.
A25201	usa	test	The harm is more than the good.	in favor of	People think it is helping when it isn't.
A25211	usa	test	It should be banned.	in favor of	Many colleges don't recognize students as accredited and that's why home-schooling is not a viable option.
A25214	usa	test	It should be banned.	in favor of	homeschooled students are not learning the right subjects
A25226	usa	test	The harm is more than the good.	against	Natural medicine is proven to work as well as traditional medicine.
A25239	usa	test	It should be banned.	in favor of	Home schooling is not regulated enough.
A25250	usa	test	Judicial activism should be limited.	against	Judicial activism is the only way to maintain control.
A25291	usa	test	Sex selection should be legalized.	against	Sex selection is only made available to the wealthy with a $20,000 price tag.
A25297	usa	test	Judicial activism should be limited.	in favor of	Judicial activism doesn't apply any laws at all.
A25305	usa	test	It should be banned.	against	People have the right to teach their children how to do things on their own.
A25309	usa	test	Judicial activism should be limited.	against	Judicial activism should be allowed because it allows judges to rule in favor of the right thing even if the current laws are not perfect.
A25323	usa	test	The harm is more than the good.	in favor of	Some of the products have very harmful effects.
A25355	usa	test	missionary work should be banned	against	missionary work has other benefits beyond spreading religion, it makes a huge impact on small communities in poor countries that need help
A25356	usa	test	We should not support collectivism.	in favor of	collectivism requires compromise.
A25362	usa	test	missionary work should be banned	against	If people want to travel and spread the word of their religion, they should be able to.
A25376	usa	test	Student loans should be subsidized.	in favor of	We need to make it more accessible for the public to get a college degree, instead of adding more barriers.
A25390	usa	test	Sex selection should be legalized.	in favor of	Sex selection would allow for the balance of the gender gap to be achieved.
A25398	usa	test	Judicial activism should be limited.	in favor of	Judges can use judicial activism to overrule any law that exists, which means new rules will be created and the existent laws will not be followed.
A25430	usa	test	We should not support collectivism.	against	collectivism is a way to keep people in line.
A25432	usa	test	It should be banned.	in favor of	Children should be allowed to interact with other children as it helps them grow up to be independent adults.
A25436	usa	test	Judicial activism should be limited.	against	Judicial activism is an important check and balance on the legislative and executive arms of government.
A25437	usa	test	The harm is more than the good.	in favor of	People who use homeopathy can suffer health problems.
A25465	usa	test	missionary work should be banned	in favor of	Billionaires fund missionary work and it only helps the rich.
A25466	usa	test	Judicial activism should be limited.	in favor of	Sometimes the laws of the lands are not in line with what is justified.
A25469	usa	test	The harm is more than the good.	in favor of	There are no studies that show the benefits of the remedies.
A25476	usa	test	We should not support collectivism.	in favor of	It is the right thing to oppose collectivism.
A25480	usa	test	Judicial activism should be limited.	against	Activist judges are important in bringing about change.
A25486	usa	test	Student loans should be subsidized.	in favor of	It is not necessary for graduates to have a huge debt to pay off their career.
A25493	usa	test	We should not support collectivism.	against	collectivism is a way of working that works for the benefit of the whole.
A25494	usa	test	Student loans should be subsidized.	in favor of	Helping younger generations is something we have to do.
B28001	africa	test	Sudan must advance its industrialization.	in favor of	Industrialization increases the number of good jobs and increases skilled labour.
B28002	africa	test	Sudan must advance its industrialization.	in favor of	Industrialization is more important for economic development than any other sector.
B28003	africa	test	Sudan must advance its industrialization.	in favor of	Localization and innovation can be achieved by industrialization, which can transform local standards of living and local markets.
B28004	africa	test	Sudan must advance its industrialization.	in favor of	Increasing a country's access to foreign exchange as well as regional and international investment are often the results of industrialization.
B28005	africa	test	South Africa's COVID-19 lockdown was too strict.	in favor of	The police brutality was caused by the lock down.
B28006	africa	test	South Africa's COVID-19 lockdown was too strict.	in favor of	The economic ramifications of the lock down have been huge, and have been felt hardest by those who were already most vulnerable.
B28007	africa	test	South Africa's COVID-19 lockdown was too strict.	in favor of	We know that people who experienced traumas of apartheid are more likely to suffer from mental health disorders later in life, so we can assume that public health measures mimicking the tools of apartheid would make these problems worse.
B28008	africa	test	South Africa's COVID-19 lockdown was too strict.	against	A majority of citizens think the government should be able to temporarily suspend people's rights in order to protect public health.
B28009	africa	test	Ethiopia is moving towards a fascist state.	in favor of	President Abiy's crusade in the civil war is sold to the people of Ethiopia as a law-and-order operation with a noble mission to save Ethiopia.
B28010	africa	test	Ethiopia is moving towards a fascist state.	in favor of	The few that spoke against the president's war were either harassed or forced into silence.
B28011	africa	test	Ethiopia is moving towards a fascist state.	in favor of	The state of Ethiopia's ethnic profiling was alleviated by the citizens of Ethiopia collaborating with the state.
B28012	africa	test	South Sudan should focus on traditional methods against epidemics.	in favor of	South Sudanese communities have fought past epidemics through traditional methods.
B28013	africa	test	South Sudan should focus on traditional methods against epidemics.	in favor of	The police brutality was caused by the lock down.
B28014	africa	test	South Sudan should focus on traditional methods against epidemics.	in favor of	Many people in South Sudan believe that Covid is just a way for the government to lobby for international funding for personal enrichment.
B28015	africa	test	Nigeria should reduce its population growth.	in favor of	The supply of public goods is not enough to meet demand.
B28016	africa	test	The Bridge Building Initiative should have been adopted by the country.	in favor of	The initiative promised to set up a Youth Commission to tackle the challenges confronting youth in the country.
B28017	africa	test	The Bridge Building Initiative should have been adopted by the country.	against	The construction of the Youth Commission by the President and Senate caused many to question the true investment in youth inclusion by theBBI.
B28018	africa	test	The Universal Declaration of Human Rights should be followed by Eritrea.	in favor of	The idea that we should have human rights in the West is disrespectful to every person who has been fighting for our dignity for generations.
B28019	africa	test	The Universal Declaration of Human Rights should be followed by Eritrea.	in favor of	It should never be that because Western countries are not being critiqued by UN institutions, African countries should be too.
B28020	africa	test	People from Africa should look up to Chad's former president.	in favor of	He sent his son to Malian in the year of 2013, which can be compared to the popular perception of Malian politicians who would rather kill other people's children than enrich themselves.
B28021	africa	test	People from Africa should look up to Chad's former president.	against	He is supported by foreign authorities in the name of stability.
B28022	africa	test	The English-speaking part of the country should be able to form its own nation.	in favor of	The English-speaking people have been left out of politics and development in the country.
B28023	africa	test	The English-speaking part of the country should be able to form its own nation.	in favor of	French civil law codes were introduced in English courts and French-speaking teachers in English schools in regions where a large majority of people speak English.
B28024	africa	test	The fighters of the rebels are terrorists.	against	The government calls the fighters a terrorist because they are just villagers and citizens.
B28025	africa	test	The fighters of the rebels are terrorists.	against	The government refers to the fighters as terrorists, but I don't like using the term, they are my brothers, they are people with whom I have lived and grown up with, but they have decided to take up arms, so I don't like using the word.
B28026	africa	test	The fighters of the rebels are terrorists.	against	The fighters are searching for ways to get economic possibilities in life, which are denied to them as Anglophone in the country.
B28027	africa	test	France was right to support the former president of Chad.	in favor of	There is no one else who can ensure the stability of the country.
B28028	africa	test	France was right to support the former president of Chad.	against	The most threatening opponents were eliminated by Idriss D&eacute; by violently eliminating them at the risk of significant damage.
B28029	africa	test	The Chadian army is an indispensable ally in the war on terror.	in favor of	The Chadian army is more combative than other armies in the region.
B28030	africa	test	The Chadian army is an indispensable ally in the war on terror.	against	The army is accused of committing atrocities against civilians in Chad and in countries it has been involved in.
B28031	africa	test	We should object to the extension of the President and Parliament's terms.	in favor of	The country of Somalia is often featured with piracy, terrorism and famine.
B28032	africa	test	We should object to the extension of the President and Parliament's terms.	against	The decision of the President and Parliament to grant themselves a two-year extension is not illegal in the constitution of the country.
B28033	africa	test	The nation's first president, Nyerere, had some ideas.	in favor of	There is a positive vibe when you mention Nyerere, about ethical leadership, about building the nation, and about peaceful nation.
B28034	africa	test	The parliament of the Mozambican should have more young members.	in favor of	The parliament of the country of Mozambican has only 17 percent of its members under the age of 35, which is a travesty in a country with 70% of its population under 30.
B28035	africa	test	The African youth have to find ways to change.	in favor of	The rules of the game are flawed and unjust, but the youth have been playing by them all this time, constituting ourselves in formal organizations, getting all the permission to protest peacefully, running for elections and putting across their ideas.
B28036	africa	test	The African Union should be less involved in democratic transitions.	in favor of	The African Union pressed the actors of Sudan to sign an agreement for a democratic decision.
B28037	africa	test	The African Union should be less involved in democratic transitions.	against	The African Union needed to exert pressure on the makers of Sudan's constitutional declaration to speed up the process because of the potential implications of an unstable Sudan for the security and stability in the region and the continent at large.
B28038	africa	test	The African Union should be less involved in democratic transitions.	in favor of	The table that made Sudan's constitutional declaration was not for anyone who was against the international procedures and formality of the African Union.
B28039	africa	test	For democratic transformation, we must match the growth of human capital with the growth of institution.	in favor of	Building people is more than just providing educational opportunities, it is also about giving people skills to realize their potential and ensuring that their needs are met, so as to end the vicious cycles of poverty and alienation.
B28040	africa	test	Internet availability in Africa should be increased.	in favor of	The internet gives people access to networks, knowledge and products that they can use to make an income and improve their job prospects, and this is a great use of technology.
B28041	africa	test	The African Union should be less involved in democratic transitions.	in favor of	Local organizations are more important because of their presence on the ground, their ability to involve civil society and other local actors, and their fast pace of action.
B28042	africa	test	Sudan should be supported by a democratic transformation.	in favor of	It is our responsibility to support each other as Sudan undergoes a democratic transformation.
B28043	africa	test	The African Union should be less involved in democratic transitions.	against	The African Union should be involved in inter-regional and continental dialogues and invest in the capacity-building of its youth as they are Africa's future leaders.
B28044	africa	test	We should make politics through screens.	in favor of	Digital spaces and social media have stimulated new conversations.
B28045	africa	test	We should make politics through screens.	in favor of	The emotional weight of a vision of injustice cannot be neatly explained by prose or official justification but can be stirred up by new political loyalties that can stretch beyond borders because of the role that screens play in our lives.
B28046	africa	test	We should make politics through screens.	against	Technologies can serve to reinforce social divisions between the well off and the poor by being very expensive and time consuming.
B28047	africa	test	We should make politics through screens.	against	Digital mechanisms of mobilize can bury debate and truth.
B28048	africa	test	We should find new ways of governing.	in favor of	The failures of governance are leaving millions behind.
B28049	africa	test	We should find new ways of governing.	in favor of	The global North is alienating black and brown people.
B28050	africa	test	Sudan's membership in the African Union should be suspended until the legitimate order is restored.	in favor of	The seizure of Sudan's power by General Abdel Fattah al-Burhan was a brazen violation of the constitution, a selfish attempt to protect the privileges of the army, and a betrayal of promises he himself had made.
C26001	china	test	The 996 overtime system should be abolished.	in favor of	China's overtime system is inefficient in helping you make money.
C26002	china	test	The 996 overtime system should be abolished.	in favor of	China's 996 overtime system leaves you with no room to learn and improve, forever trapped in a rat trap.
C26003	china	test	The 996 overtime system should be abolished.	against	China's 996 overtime system is a blessing for the poor people, it allows them to work twelve hours a day, six days a week, and rest a day.
C26004	china	test	The 996 overtime system should be abolished.	in favor of	China's overtime system is against labor laws.
C26005	china	test	The 996 overtime system should be abolished.	against	China's  996 overtime system can reduce operating costs, especially labor costs, because corporate management seeks to maximize profits.
C26006	china	test	We should stop developing electric vehicles.	against	The electric car has a direct maximum Torque at start-up that is faster than the fuel car power section.
C26007	china	test	We should stop developing electric vehicles.	against	The intelligence of electric cars is higher than that of fuel cars.
C26008	china	test	We should stop developing electric vehicles.	against	Electric cars are cheaper to use than fuel cars.
C26009	china	test	We should stop developing electric vehicles.	in favor of	The batteries of electric vehicles are very harmful to the environment.
C26010	china	test	We should stop developing electric vehicles.	in favor of	It is difficult to know whether the sales of pure electric vehicles can grow steadily without subsidies, license restrictions and other policies.
C26011	china	test	We should stop developing electric vehicles.	in favor of	The battery industry needs to find cost-effective alternatives to power batteries, because they are not high in stability or energy density.
C26012	china	test	We should stop developing electric vehicles.	in favor of	The number of charging infrastructure construction is not enough.
C26013	china	test	We should stop developing electric vehicles.	in favor of	Low user confidence, low acceptance of new things, even from earlier scandalous events in the electric vehicles industry.
C26014	china	test	Virtual currencies should be banned.	in favor of	Virtual currency is used for money-laundering.
C26015	china	test	Virtual currencies should be banned.	in favor of	Ensuring the smooth advancement of carbon peak and carbon neutrality is only one of the reasons why virtual currencies should be cracked down.
C26016	china	test	Virtual currencies should be banned.	in favor of	Contract law and property law in China do not protect virtual currency.
C26017	china	test	Virtual currencies should be banned.	in favor of	Digital currency can't create foreign exchange, but it can cause foreign exchange outflow.
C26018	china	test	Virtual currencies should be banned.	in favor of	Virtual currency-related business activities are illegal and the provision of services by overseas virtual currency exchanges to Chinese residents through the Internet is also illegal.
C26019	china	test	Virtual currencies should be banned.	in favor of	Virtual currency creation doesn't give the same value to the market as physical currency.
C26020	china	test	Virtual currencies should be banned.	against	Virtual currency has changed the way commercial realization is done.
C26021	china	test	Virtual currencies should be banned.	against	The way of value transmission can be changed by the use of cryptocurrencies.
C26022	china	test	Virtual currencies should be banned.	against	The structure brought about by the distributed technology is a better alternative to centralization.
C26023	china	test	Virtual currencies should be banned.	against	Virtual currency is always unlikely to be used for forgeries and changes after the sale is made.
C26024	china	test	Virtual currencies should be banned.	against	The virtual currency prevents hyperinflation.
C26025	china	test	Virtual currencies should be banned.	against	It is portable because it is a virtual currency.
C26026	china	test	Virtual currencies should be banned.	against	Virtual currency improves the efficiency of economic and social commodity circulation.
C26027	china	test	Virtual currencies should be banned.	against	The Internet cannot be forged and it will not be manipulated by individuals, so it has a good anti-counterfeiting feature.
C26028	china	test	Virtual currencies should be banned.	against	The trading of virtual currency is secretly named to ensure the privacy protection of his own information, to prevent the leaking of his own data, and to improve the safety factor of the system software.
C26029	china	test	Privacy should be protected in the internet age.	in favor of	The system being exploited and hacked is increased in the era of the internet of things.
C26030	china	test	Privacy should be protected in the internet age.	in favor of	The personal information leaked will be used to carry out fraudulent activities.
C26031	china	test	Privacy should be protected in the internet age.	in favor of	It is easy to control the output of ideology, social ideas and hotspots.
C26032	china	test	Privacy should be protected in the internet age.	in favor of	It is difficult for individuals to know what information is being collected about them, who is collecting it, and what it is being used for.
C26033	china	test	Privacy should be protected in the internet age.	in favor of	It's hard to imagine what companies do with personal information.
C26034	china	test	Privacy should be protected in the internet age.	against	Recording precise data of individuals can improve their lives.
C26035	china	test	Privacy should be protected in the internet age.	in favor of	The data cannot be recovered in the event of a cloud data loss.
C26036	china	test	Privacy should be protected in the internet age.	in favor of	Attackers can use their own security-aware enterprise users as a breakthrough to attack from the short end of the barrel, making other enterprise users of the same cloud platform equally dangerous.
C26037	china	test	Privacy should be protected in the internet age.	against	The data provided by privacy can be used to analyze user preferences and needs, and can be quickly learned about the product, which can help companies gain greater competitiveness.
C26038	china	test	Privacy should be protected in the internet age.	against	If the privacy protection laws in one region are too strict, it is likely that capital will be moved to another region.
C26039	china	test	Minors should not be allowed to play online games.	in favor of	Teenagers in China use electronic devices to play games, while people in Europe and the US choose different ways.
C26040	china	test	Minors should not be allowed to play online games.	against	Children's addiction to games may not be a problem of games in essence, but a comprehensive problem of family education, children's habits, hobby training and so on.
C26041	china	test	Minors should not be allowed to play online games.	against	They can play games and watch short videos on Douyin.
C26042	china	test	Minors should not be allowed to play online games.	against	It might be better to increase young people's awareness of life and society, and to promote self-awareness and active thinking among students, instead of banning games.
C26043	china	test	Minors should not be allowed to play online games.	in favor of	Students who do not learn well are more likely to play games.
C26044	china	test	Minors should not be allowed to play online games.	against	Parents should spend more time with their children and not restrict them to playing games.
C26045	china	test	Minors should not be allowed to play online games.	in favor of	Children who have long-term addiction to online games can have a change in their brain structure.
C26046	china	test	Minors should not be allowed to play online games.	against	Putting all the blame on the game, demonizing the game, and putting the blame on society does not help parents' anxiety.
C26047	china	test	Minors should not be allowed to play online games.	against	If games are banned for students, they will not go to play basketball, sports or learn, but will instead go to see more harmful forms of entertainment.
C26048	china	test	We should open up the policy to encourage births.	against	We need to start at the source to solve the fertility problem in the long term, for example, giving young people less pressure to work, regulating and stabilizing housing prices and so on.
C26049	china	test	We should open up the policy to encourage births.	against	People want to be able to plan their own children.
C26050	china	test	We should open up the policy to encourage births.	against	Reducing the cost of health care and education for the population, subsidizing childbirth, and protecting women more from the law are some of the measures that are imminent.
C26051	china	test	We should open up the policy to encourage births.	against	The more the society develops, the more free people are and the more independent women are.
C26052	china	test	We should open up the policy to encourage births.	in favor of	The number of births is too small, which affects the economy.
C26053	china	test	We should open up the policy to encourage births.	against	The Health Planning Commission thought that there would be a population explosion after opening up childbirth, but they were wrong.
C26054	china	test	We should open up the policy to encourage births.	in favor of	China's population structure has become a burden for economic growth as it becomes older.
C26055	china	test	We should open up the policy to encourage births.	in favor of	Youth believe that no amount of effort can keep up with the growth of housing prices because of class entrenchment and fading desire to continue to struggle.
C26056	china	test	Capital monopoly should be banned.	in favor of	Capital monopoly causes waste of resources.
C26057	china	test	Capital monopoly should be banned.	in favor of	Capital monopolies undermine fair competition.
C26058	china	test	Capital monopoly should be banned.	in favor of	Capital monopolies are bad for consumers' interests.
C26059	china	test	Capital monopoly should be banned.	in favor of	The high-quality development of the national economy is hampered by the capital monopoly.
C26060	china	test	Capital monopoly should be banned.	in favor of	The purpose of anti-monopoly is not to fight monopolies, but to oppose them.
C26061	china	test	Capital monopoly should be banned.	in favor of	Operators can't abuse their market position if they have an anti-capital monopoly.
C26062	china	test	Capital monopoly should be banned.	against	Monopoly profits are the main factor behind technological progress in areas that require significant investment in research and development.
C26063	china	test	Capital monopoly should be banned.	against	Monopolies can sometimes protect the public interest in infrastructure areas such as energy and transportation, which are vital to the livelihood of the nation.
C26064	china	test	Capital monopoly should be banned.	in favor of	Competition is destroyed so that businesses no longer need to care about consumers' feelings.
C26065	china	test	The capital should not be expanded in a disorderly fashion.	in favor of	Capital combined with Internet technology has constituted a violation of the basic ethics of society.
C26066	china	test	The capital should not be expanded in a disorderly fashion.	in favor of	Behind each vendor is a family at the grassroots of society that supports them to prevent the division of society between rich and poor.
C26067	china	test	The capital should not be expanded in a disorderly fashion.	in favor of	The power of science and technology cannot be used to form a monopoly in this field, which would allow millions of people to have their rice bowls taken away.
C26068	china	test	The capital should not be expanded in a disorderly fashion.	in favor of	The giants used their monopoly position to raise prices, which is not in line with the intent of the market economy.
C26069	china	test	We should stop high incomes.	in favor of	Strengthen the regulation and adjustment of high income, protect legitimate income according to law, and encourage high-income people and enterprises to give more back to society.
C26070	china	test	We should stop high incomes.	against	Individuals cannot be sure that their industry will guarantee high incomes for employees, and that they can still have high incomes.
C26071	china	test	We should stop high incomes.	against	If the key to a standard of living is not income, then it is useless to regulate it.
C26072	china	test	We should stop high incomes.	in favor of	Transfer the gold to yourself and leave the bubble to others.
C26073	china	test	We should stop high incomes.	in favor of	The rich use their wealth to build a network of interests that will strengthen and consolidate their own interests.
C26074	china	test	We should stop high incomes.	in favor of	Common prosperity is the prosperity of all the people, the people's material and spiritual life are rich, to promote common prosperity in stages.
C26075	china	test	We should stop high incomes.	in favor of	The pay gap between the rich and the poor is not caused by the pay gap but by the growth of capital investment.
C26076	china	test	We should stop high incomes.	against	It is more important to raise the income of the lower class in the distribution system than to fight against high income.
C26077	china	test	We should stop high incomes.	against	It is difficult to tax high income earners.
C26078	china	test	We should make the education more enjoyable.	in favor of	A society's value of education should not be limited to a single test.
C26079	china	test	We should make the education more enjoyable.	against	The top performers can only pass increasingly high thresholds with a large graduate base.
C26080	china	test	We should make the education more enjoyable.	in favor of	Parents play an important role in the education of their children, and if they don't have enough determination, they can be held hostage by the general environment and cause anxiety in their children.
C26081	china	test	We should make the education more enjoyable.	in favor of	The most important thing to do is to improve the basic educational literacy of parents and to advocate the educational concept of how to be a good person is more important than success.
C26082	china	test	We should make the education more enjoyable.	in favor of	The intent of education is to make a person become a better version of himself, and that is why parents' fear-dominated anxiety is the greatest enemy of education.
C26083	china	test	We should make the education more enjoyable.	in favor of	The test-taking ability of students has improved, but top stream universities and other quality educational resources have not increased proportionally.
C26084	china	test	We should work on the countryside.	in favor of	The countryside is deserted, a lot of land is barren, and China's arable land is decreasing as the gap between rural and urban areas gets bigger.
C26085	china	test	We should work on the countryside.	in favor of	The gap between urban and rural areas must be narrowed.
C26086	china	test	We should work on the countryside.	against	Everyone can live in the city with their own power, and out workers can live in the city with their own prosperity.
C26087	china	test	We should work on the countryside.	in favor of	Rural areas need to absorb the unemployed because of slums and instability.
C26088	china	test	We should work on the countryside.	against	The future of the rural market will be prosperous, but at the moment it is barren and the risk of investing in business is high.
C26089	china	test	We should work on the countryside.	in favor of	Even if imported food is cheaper, we can't rely on it to develop our own level of agriculturalization.
C26090	china	test	We should work on the countryside.	in favor of	Young people are not able to return to rural areas because of a lack of employment opportunities, inadequate education, and infrastructure.
C26091	china	test	Carbon emissions trading should be limited.	against	Western countries have taken advantage of the warming climate to limit the issue of carbon emission rights in order to delay the development of China.
C26092	china	test	Carbon emissions trading should be limited.	against	The main purpose of the World Climate Conference in Copenhagen was to limit the carbon emission rights of developing countries.
C26093	china	test	Carbon emissions trading should be limited.	in favor of	Climate change is a global issue facing mankind, and with carbon dioxide emissions from all countries, greenhouse gases are posing a threat to life systems.
C26094	china	test	Carbon emissions trading should be limited.	in favor of	The development of a low-carbon economy and the reshaping of the energy system have important security implications.
C26095	china	test	Carbon emissions trading should be limited.	against	Reducing CO2 emissions is a false promise because global warming is part of the Earth's geological cycle.
C26096	china	test	Carbon emissions trading should be limited.	in favor of	The country will close many heavy polluting enterprises to reduce carbon emissions.
C26097	china	test	Carbon emissions trading should be limited.	in favor of	The national reduction of carbon emissions will transform the national energy structure.
C26098	china	test	Carbon emissions trading should be limited.	against	Setting tough standards on carbon emissions can suppress industrial upgrading in developing countries and prevent them from challenging the monopoly advantage of EU countries in high-end industries.
C26099	china	test	Carbon emissions trading should be limited.	in favor of	Promoting global energy saving and emission reduction can help slow down the trend of China's low-end industries moving to third world countries, which will strengthen its position as a major manufacturing country.
C26100	china	test	Carbon emissions trading should be limited.	in favor of	China's participation in carbon emissions trading will help to improve the country's international image.
D27001	india	test	Human Gene editing is a good thing.	in favor of	The same elements that make up the majority atmosphere are what make up the DNA.
D27002	india	test	Human Gene editing is a good thing.	in favor of	Some people believe that modifying genes can increase the lifespan and also increase the quality of life.
D27003	india	test	Human Gene editing is a good thing.	in favor of	The majority doesn't understand the pain of genetic diseases.
D27004	india	test	We can use Cryptocurrencies.	against	If the value of currency falls, we can still afford to live in our country, even if our salaries go up.
D27005	india	test	We can use Cryptocurrencies.	against	The identity of the person in financial transactions is protected by using the virtual currency, called bitcoins.
D27006	india	test	It is right to ban cattle slaughter.	in favor of	Hindus believe that cows are sacred and should not be killed.
D27007	india	test	It is right to ban cattle slaughter.	against	India is facing a lot of hunger and malnutrition.
D27008	india	test	Hindi should be the national language of India.	in favor of	Hindi is the majoritarian language in India and is spoken by more than half of the population.
D27009	india	test	Hindi should be the national language of India.	against	Non-Hindi speaking states are more comfortable with English than Hindi, which is why there are protests against Hindi.
D27010	india	test	Hindi should be the national language of India.	against	Some people argue that English is not born in India and therefore should not be used.
D27011	india	test	India is becoming more tolerant.	against	India is the best example of religious co-existence because of its peaceful co-existence of religions and cultures.
D27012	india	test	India is becoming more tolerant.	in favor of	The lynchings of people were increased in the name of unofficial beef ban.
D27013	india	test	The verdict of the Sabarimala temple is progressive and not threatening to traditions.	in favor of	There is a difference between devotion and sexual attraction.
D27014	india	test	The verdict of the Sabarimala temple is progressive and not threatening to traditions.	in favor of	Some temples ban men and some women, but the situation with the temple with the women is the same.
D27015	india	test	The verdict of the Sabarimala temple is progressive and not threatening to traditions.	in favor of	The state government has the right to make changes to the law for the temple because it takes funds from the government.
D27016	india	test	News channels are breaking rules.	in favor of	News channels will break the news for days if anyone accuses a celebrity.
D27017	india	test	News channels are breaking rules.	in favor of	Reporters often try to get the victims to speak, even if they don't want to.
D27018	india	test	Good business leaders are not made by graduates of the business school.	against	The curriculum and educational procedure in any business school lacks hands-on practice over live projects in order to train students and give them a chance to work on their leadership skills.
D27019	india	test	Good business leaders are not made by graduates of the business school.	in favor of	The most essential qualities of leaders are personality and behavioural skills, which are shaped by the best programs in the business school.
D27020	india	test	Good business leaders are not made by graduates of the business school.	in favor of	Learning everything by practice takes a lot of time.
D27021	india	test	Women are better at management than men.	in favor of	Most of the women today manage work and home and they can prioritize their time well.
D27022	india	test	Women are better at management than men.	in favor of	They are dedicated to their work and have good minds, which makes them better managers than men.
D27023	india	test	The beauty contests should be banned.	in favor of	The beauty contests and beauty pageants send the wrong message to our younger generation girls that being pretty is important, and that they need to be perfect.
D27024	india	test	The beauty contests should be banned.	in favor of	Women are ready to spend thousands of dollars on getting hair extensions, fake teeth, botox injections, body implants, spray tans, branded outfits and makeup products.
D27025	india	test	The beauty contests should be banned.	in favor of	The objectification of women can be increased by beauty contests.
D27026	india	test	In India, driverless cars should be allowed.	in favor of	The country is facing a lot of issues, one of which is the pollution level, which will be reduced by the majority of the cars that are going to be electric.
D27027	india	test	In India, driverless cars should be allowed.	against	There are cases of cars causing accidents even though they are not driving.
D27028	india	test	In India, driverless cars should be allowed.	in favor of	If India allows the use of self-drive cars, they can be used for a variety of other purposes, including delivery or pickup service, which will save time and human resources.
D27029	india	test	The US-Mexico border wall is a good thing.	against	The US treaties with Mexico prevent the US from building a wall on the Rio Grande River.
D27030	india	test	The US-Mexico border wall is a good thing.	against	If a person is elected in the next election, there will be more chances of them stopping the wall being built.
D27031	india	test	The US-Mexico border wall is a good thing.	against	The reports show that the illegal crossing of the borders has decreased from the year of 2014, which makes no use in building the wall.
D27032	india	test	India should accept refugees.	in favor of	India has always been kind to refugees.
D27033	india	test	India should accept refugees.	in favor of	Being a neighboring country, we should be accepting those people who are in deep distress.
D27034	india	test	Marital Rape should be criminalized in India.	against	The Indian constitution prohibits discrimination on the basis of gender.
D27035	india	test	Marital Rape should be criminalized in India.	against	Punishing men based on words of wives is wrong because they are not related to gender.
D27036	india	test	Marital Rape should be criminalized in India.	in favor of	The section of the law that criminalizes rape discriminates against married women.
D27037	india	test	Men are silent sufferers.	in favor of	If a woman makes a false molestation complaint against a man out of revenge or any other motive, society is more likely to believe the woman's words.
D27038	india	test	Men are silent sufferers.	in favor of	In India, girl can drag their in-laws to court, but not a boy.
D27039	india	test	The person says that the person is not a bane.	in favor of	The Economist's New Media Award was won by the website in 2008 and the UK Media Award in 2009.
D27040	india	test	The person says that the person is not a bane.	against	Criminals may take advantage of this.
D27041	india	test	The person says that the person is not a bane.	against	Government information is leaking.
D27042	india	test	It is a right policy to Bullet for Bullet.	against	Gandhiji said that bullet for bullet is not a right policy.
D27043	india	test	It is a right policy to Bullet for Bullet.	in favor of	Terrorists will not be eliminated if we keep on giving them forgiveness.
D27044	india	test	Gambling and betting should be legalized in India.	against	There is no guarantee that illegal gambling activities will stop.
D27045	india	test	Gambling and betting should be legalized in India.	against	Gambling addiction can lead to problems.
